dis_name,instagram_link,short_info,region,founded,owner,status,website,open_for_visits,capacity,types,cereals,water,longitude,latitude,url
Cut Hill,https://www.instagram.com/cuthilldistillery,,"South Australia, Australia",-,,operational,cuthilldistillery.com.au,Yes,,single malt,,,138.62847,-35.48987,https://whiskey-map.com/distillery/cut-hill/2641
Bluestill,,,,,,operational,www.bluestill.net.au,Yes,,bourbon,,,148.29659,-34.29459,https://whiskey-map.com/distillery/bluestill/2643
Sunny Hill,https://www.instagram.com/sunnyhilldistillery,,"South Australia, Australia",-,,operational,www.sunnyhilldistillery.com.au,Yes,,single malt,,,137.78212,-34.2337,https://whiskey-map.com/distillery/sunny-hill/2644
The Grove,https://www.instagram.com/thegrovedistillery,,"Western Australia, Australia",1995,,operational,www.thegrovedistillery.com.au,Yes,,single malt,,,115.08853,-33.78246,https://whiskey-map.com/distillery/the-grove/2645
Mount Uncle,https://www.instagram.com/mtuncledistillery,,"Queensland, Australia",2001,,operational,www.mtuncle.com,Yes,,single malt,,,145.4131,-17.11092,https://whiskey-map.com/distillery/mount-uncle/2647
Cape Byron,https://www.instagram.com/capebyrondistillery,,"New South Wales, Australia",2016,,operational,www.capebyrondistillery.com,Yes,,single malt,,,153.55055,-28.65812,https://whiskey-map.com/distillery/cape-byron/2653
Old Hobart,https://www.instagram.com/overeemwhisky,,"Tasmania, Australia",2007,-,operational,overeemwhisky.com,No,,single malt,,,147.29268,-42.99147,https://whiskey-map.com/distillery/old-hobart/2654
Highwayman Whisky,https://www.instagram.com/highwaymanwhisky,,"New South Wales, Australia",2016,,operational,highwayman-whisky.com,Yes,,single malt,,,153.58696,-28.63702,https://whiskey-map.com/distillery/highwayman-whisky/2655
Lisandras,https://www.instagram.com/lisandras_distillery,,"Western Australia, Australia",2019,Lisa and Andras,operational,lisandrasdistillery.com.au,No,,single malt,,,115.92689,-31.91837,https://whiskey-map.com/distillery/lisandras/2656
9 Rivers,,,"Fujian, China",2019,,operational,www.nineriversdistillery.cn,No,,single malt,,,116.81257,25.12315,https://whiskey-map.com/distillery/9-rivers/2660
Penderyn Llandudno,https://www.instagram.com/penderyn.distillery,,"Wales, United Kingdom",2021,The Welsh Whisky Company,operational,www.penderyn.wales,Yes,,single malt,,,-3.83365,53.32209,https://whiskey-map.com/distillery/penderyn-llandudno/2661
Spirit of Manchester,,,"North West, United Kingdom",2022,,startup,onepointsixwhisky.com,Yes,,single malt,,,-2.24896,53.47611,https://whiskey-map.com/distillery/spirit-of-manchester/2662
Copperfish,,,"South West, United Kingdom",2018,,operational,copperfishdistillery.co.uk,No,,moonshine,,,-4.45463,50.35487,https://whiskey-map.com/distillery/copperfish/2663
De Groene Draak,,,"Gelderland, Netherlands",2017,,operational,groenedraak.com,No,,single malt,,,5.96871,52.18662,https://whiskey-map.com/distillery/de-groene-draak/2664
Hwayo,https://www.instagram.com/hwayo.official,,"Gyeonggi-do, Korea, Republic of",2003,,operational,hwayo.com/en,No,,single grain,,,127.57156,37.17196,https://whiskey-map.com/distillery/hwayo/2665
Bomberger's,,,"Pennsylvania, United States",1840,,closed,en.wikipedia.org/wiki/Bomberger%27s_Distillery,No,,bourbon,,,-76.32019,40.27688,https://whiskey-map.com/distillery/bombergers/2666
Rokkosan,https://www.instagram.com/rokkosan_distillery,,"Kansai, Japan",2021,,operational,rokkosan-distillery.com,Yes,,single malt,,,135.22898,34.75726,https://whiskey-map.com/distillery/rokkosan/2667
Big Machine,https://www.instagram.com/bigmachinevodka,,"Tennessee, United States",2012,,operational,tennsouthdistillery.com,Yes,,"bourbon, moonshine",,,-87.01759,35.35033,https://whiskey-map.com/distillery/big-machine/2669
Company Distilling,https://www.instagram.com/company_distilling,,"Tennessee, United States",2020,,operational,companydistilling.com,Yes,,"bourbon, rye",,,-86.91134,35.79983,https://whiskey-map.com/distillery/company-distilling/2670
Leiper’s Fork,https://www.instagram.com/lfdistillery,,"Tennessee, United States",2016,,operational,leipersforkdistillery.com,Yes,,"bourbon, rye, moonshine",,,-86.97843,35.89645,https://whiskey-map.com/distillery/leipers-fork/2671
Nashville Barrel Co.,https://www.instagram.com/nashvillebarrelco,,"Tennessee, United States",2018,,operational,www.nashvillebarrelco.com,Yes,,"bourbon, rye",,,-86.7417,36.15207,https://whiskey-map.com/distillery/nashville-barrel-co/2672
Old Glory,https://www.instagram.com/oldglorydistillingco,,"Tennessee, United States",2016,,operational,oldglorydistilling.com,Yes,,"bourbon, moonshine",,,-87.27764,36.59648,https://whiskey-map.com/distillery/old-glory/2673
Ben Wyvis,,,"Highlands, United Kingdom",1965,,demolished,-,No,,single malt,,,-4.15682,57.69375,https://whiskey-map.com/distillery/ben-wyvis/2684
Blue Monkey,https://www.instagram.com/bluemonkeybrew,,"East Midlands, United Kingdom",2008,,operational,bluemonkeybrewery.com/,Yes,,single malt,,,-1.28031,53.00402,https://whiskey-map.com/distillery/blue-monkey/2685
Buffalo Trace,https://www.instagram.com/buffalotracedistillery,,"Kentucky, United States",1869,Sazerac,operational,www.buffalotracedistillery.com,Yes,,"bourbon, rye",,,-84.87051,38.21652,https://whiskey-map.com/distillery/buffalo-trace/2691
Copper Fox,https://www.instagram.com/copperfoxdistillery,,"Virginia, United States",2005,,operational,www.copperfoxdistillery.com,Yes,,single malt,"barley, rye, corn, oats",,-78.21736,38.6583,https://whiskey-map.com/distillery/copper-fox/2695
Dingle,https://www.instagram.com/dingledistillery,,"Munster, Ireland",2012,Peter Mosley; Liam La Hart,operational,dingledistillery.ie,Yes,,irish,,,-10.28917,52.14178,https://whiskey-map.com/distillery/dingle/2701
Dry Fly,https://www.instagram.com/dryflydistilling,,"Washington, United States",2007,Don Poffenroth and Kent Fleischmann,operational,dryflydistilling.com,Yes,,bourbon,"barley, wheat, oats",,-117.42704,47.65829,https://whiskey-map.com/distillery/dry-fly/2703
Edenmill,https://www.instagram.com/edenmill,,"West Highlands, United Kingdom",2012,Saint Andrews University,operational,www.edenmill.com,Yes,,single malt,barley,,-2.88996,56.36414,https://whiskey-map.com/distillery/edenmill/2704
Garrison Brothers,https://www.instagram.com/garrisonbros,,"Texas, United States",2006,,operational,www.garrisonbros.com,Yes,,bourbon,,,-98.56661,30.21744,https://whiskey-map.com/distillery/garrison-brothers/2710
Gartbreck,https://www.instagram.com/gartbreckdistillery,,"Islay, United Kingdom",-,,startup,www.gartbreck.com,No,,single malt,,,-6.33132,55.74067,https://whiskey-map.com/distillery/gartbreck/2711
Glen Esk,,,"Highlands, United Kingdom",1897,Diageo,demolished,-,No,,single malt,,North Esk river,-2.46582,56.74413,https://whiskey-map.com/distillery/glen-esk/2714
Glenflagler,,,"Lowlands, United Kingdom",1965,Inver House Distillers,closed,-,No,,single malt,barley,,-3.92573,55.86135,https://whiskey-map.com/distillery/glenflagler/2716
Harrogate,https://www.instagram.com/harrogatetipple,,"Yorkshire, United Kingdom",2016,,operational,www.harrogatetipple.com,No,,blended,,,-1.56779,54.04041,https://whiskey-map.com/distillery/harrogate/2720
Hazelburn,,,"Campbeltown, United Kingdom",1825,,closed,-,No,,single malt,,,-5.6097,55.42839,https://whiskey-map.com/distillery/hazelburn/2721
John's Lane,https://www.instagram.com/powers_whiskey,,"Leinster, Ireland",1791,-,closed,www.powerswhiskey.com,Yes,,"irish, rye","barley, rye",,-6.279,53.34334,https://whiskey-map.com/distillery/johns-lane/2733
Marder,https://www.instagram.com/marder_edelbraende,,"Baden-Württemberg, Germany",1953,-,operational,www.marder-edelbraende.de,Yes,,single malt,barley,,8.12935,47.64939,https://whiskey-map.com/distillery/marder/2751
Paul John,,,"Goa, India",1996,Sazerac Company,operational,www.pauljohnwhisky.com,Yes,,single malt,barley,,74.02819,15.18483,https://whiskey-map.com/distillery/paul-john/2761
Saint Magdalene,,,"Lowlands, United Kingdom",1798,,closed,en.wikipedia.org/wiki/St_Magdalene_distillery,No,,single malt,barley,Loch Lomond,-3.59217,55.9766,https://whiskey-map.com/distillery/saint-magdalene/2766
Old Montréal,,,"Quebec, Canada",1929,Sazerac Company,startup,-,No,,canadian,,,-73.54759,45.48852,https://whiskey-map.com/distillery/old-montreal/2768
Speyside,https://www.instagram.com/speywhisky,,"Speyside, United Kingdom",1990,-,operational,speysidedistillery.co.uk,Yes,,single malt,barley,Cairngorm Black Mountain,-4.00208,57.07263,https://whiskey-map.com/distillery/speyside/2771
Tullamore (Old),,,"Leinster, Ireland",1829,,closed,www.tullamoredew.com,No,,irish,,,-7.49324,53.27772,https://whiskey-map.com/distillery/tullamore-old/2784
Valleyfield,,,"Quebec, Canada",1945,Diageo,operational,-,No,,"bourbon, canadian",,,-74.12064,45.25623,https://whiskey-map.com/distillery/valleyfield/2789
Waterloo,,,"Ontario, Canada",1857,,demolished,-,No,,canadian,,,-80.52774,43.46317,https://whiskey-map.com/distillery/waterloo/2790
Woodinville,https://www.instagram.com/woodinvillewhiskeyco,,"Washington, United States",2010,-,operational,www.woodinvillewhiskeyco.com,Yes,,"bourbon, rye","barley, rye, corn",Cascade mountain,-122.15324,47.73342,https://whiskey-map.com/distillery/woodinville/2795
Wormyhill,,,"Highlands, United Kingdom",1816,Robert Anderson,demolished,-,No,,single grain,,,-2.62355,56.54591,https://whiskey-map.com/distillery/wormyhill/2796
Benmore,,,"Campbeltown, United Kingdom",1868,,closed,-,No,230.000 l.,single malt,,,-5.60647,55.42923,https://whiskey-map.com/distillery/benmore/2798
Abingdon,https://www.instagram.com/abingdondistillery,,"South East, United Kingdom",2018,,startup,abingdondistillery.com,Yes,,unknown,,,-1.28595,51.67042,https://whiskey-map.com/distillery/abingdon/2930
Port of Leith,https://www.instagram.com/portofleithdistillery,,"Lowlands, United Kingdom",-,,in construction,www.leithdistillery.com,No,,single malt,,,-3.17551,55.98266,https://whiskey-map.com/distillery/port-of-leith/2931
Bonnington,,,"Lowlands, United Kingdom",2018,,operational,crabbiewhisky.com/the-bonnington-distillery,No,10.000 l.,single malt,,,-3.18517,55.97261,https://whiskey-map.com/distillery/bonnington/2932
Waterloo (be),,,"Walloon Brabant, Belgium",1815,,operational,fermedemontsaintjean.be,Yes,,single malt,,,4.40968,50.6857,https://whiskey-map.com/distillery/waterloo-be/2933
Drac,https://www.instagram.com/distillerie_du_drac,,"Auvergne-Rhône-Alpes, France",2015,,operational,www.distilleriedudrac.com,No,,unknown,,,5.72109,45.06572,https://whiskey-map.com/distillery/drac/2934
La Seine,https://www.instagram.com/distilleriedelaseine,,"Normandy, France",2019,,startup,distillerie-seine.fr,Yes,5000 l.,pure malt,,,0.15092,49.48016,https://whiskey-map.com/distillery/la-seine/2935
Soligny,https://www.instagram.com/solignywhisky,,"Grand Est, France",2019,,operational,www.solignywhisky.fr,No,,pure malt,barley,,3.51048,48.40706,https://whiskey-map.com/distillery/soligny/2936
Nusbaumer,https://www.instagram.com/distillerie_nusbaumer,,"Grand Est, France",1947,,startup,www.jos-nusbaumer.com,Yes,,unknown,barley,,7.24191,48.3583,https://whiskey-map.com/distillery/nusbaumer/2937
Cotentin,,,"Normandy, France",2018,-,startup,-,No,,unknown,barley,,-1.78496,49.49092,https://whiskey-map.com/distillery/cotentin/2938
Franc-Tireur,https://www.instagram.com/distilleriefranctireur,,"Normandy, France",2018,,operational,distillerie-franc-tireur.com,No,,pure malt,barley,,1.18583,49.40057,https://whiskey-map.com/distillery/franc-tireur/2939
Kentañ,https://www.instagram.com/distillerie_kentan,,"Bretagne, France",2017,,operational,kentan.fr,No,,single malt,barley,,-3.39922,48.67039,https://whiskey-map.com/distillery/kentan/2940
Moby Dick,,,"Bretagne, France",2014,,operational,www.distillerie-mobydick.fr,No,,unknown,,,-4.66447,48.03587,https://whiskey-map.com/distillery/moby-dick/2941
Akerbeltz,,,"Nouvelle-Aquitaine, France",2018,,startup,www.akerbeltz.fr,Yes,,unknown,barley,,-1.6315,43.35777,https://whiskey-map.com/distillery/akerbeltz/2942
Laurens,https://www.instagram.com/domainelaurens,,"Occitania, France",1983,Laurens family,operational,www.domaine-laurens.com,No,,pure malt,barley,,2.4105,44.42731,https://whiskey-map.com/distillery/laurens/2943
Ardross,,,"Highlands, United Kingdom",2019,,startup,theardross.com,No,,unknown,barley,Loch Dubh,-4.33817,57.7394,https://whiskey-map.com/distillery/ardross/2944
Dunphail,https://www.instagram.com/dunphail_distillery,,"Speyside, United Kingdom",-,,startup,www.dunphaildistillery.com,No,,single malt,barley,,-3.61201,57.52331,https://whiskey-map.com/distillery/dunphail/2946
Benbecula,,,,,-,startup,www.benbecula.com,No,,single malt,,,-7.39609,57.45774,https://whiskey-map.com/distillery/benbecula/2947
Ili,,,"Islay, United Kingdom",-,,startup,-,No,,single malt,,,-6.42558,55.74737,https://whiskey-map.com/distillery/ili/2948
Machrihanish,,,"Campbeltown, United Kingdom",-,,startup,machrihanishdistillery.com,No,,single malt,,,-5.65927,55.44131,https://whiskey-map.com/distillery/machrihanish/2949
Elsham Wold,https://www.instagram.com/elshamwolddistillery,,"Yorkshire, United Kingdom",2019,,startup,www.edwards1902.co.uk,No,,unknown,,,-0.41648,53.60763,https://whiskey-map.com/distillery/elsham-wold/2950
Ellers Farm,,,"Yorkshire, United Kingdom",2022,,startup,www.ellersfarmdistillery.com,Yes,,unknown,,,-0.9025,54.006,https://whiskey-map.com/distillery/ellers-farm/2951
Waubs Harbour,https://www.instagram.com/waubsharbourwhisky,,"West Highlands, United Kingdom",2017,-,operational,waubsharbourwhisky.com,Yes,,single malt,barley,Apsley River,148.3106,-41.87404,https://whiskey-map.com/distillery/waubs-harbour/2953
Thomson Whisky,https://www.instagram.com/thomsonwhisky,,"Auckland, New Zealand",2009,Mathew and Rachael Thomson,operational,thomsonwhisky.co.nz,No,,"blended, single malt","barley, rye",local source,174.58791,-36.76678,https://whiskey-map.com/distillery/thomson-whisky/2954
Willem's Whisky,https://www.instagram.com/willemswhisky,,"North Holland, Netherlands",2016,-,operational,www.willemswhisky.com,No,,single malt,,,4.8674,52.3961,https://whiskey-map.com/distillery/willems-whisky/2955
Lübbehusen,https://www.instagram.com/theluebbehusen,,"Lower Saxony, Germany",2014,-,operational,theluebbehusen.com,Yes,,single malt,barley,,8.19348,52.81376,https://whiskey-map.com/distillery/lubbehusen/2957
Alwar,,,"Rajasthan, India",-,Diageo,operational,www.godawansinglemalt.com,No,,single malt,barley,,76.6679,27.52903,https://whiskey-map.com/distillery/alwar/2958
De Blauwvinger,https://www.instagram.com/distilleerderij_de_blauwvinger,,"Overijssel, Netherlands",2020,-,operational,distilleerderijdeblauwvinger.nl,Yes,,single malt,barley,,6.13299,52.49771,https://whiskey-map.com/distillery/de-blauwvinger/2959
Lachanenche,,,"Alpes-de-Haute-Provence, France",1994,-,operational,lachanenche.com,Yes,,single malt,barley,,6.5112,44.40191,https://whiskey-map.com/distillery/lachanenche/2960
Glenforth,,,"Lowlands, United Kingdom",1843,-,demolished,-,No,,,,,-3.39656,55.99022,https://whiskey-map.com/distillery/glenforth/2961
Ballintomb,,,"Speyside, United Kingdom",1825,-,demolished,-,No,,single malt,,,-3.31729,57.46125,https://whiskey-map.com/distillery/ballintomb/2962
Zmajska Pivovara,https://www.instagram.com/zmajskapivovara,,"Zagreb, Croatia",2013,-,operational,zmajskapivovara.hr,Yes,,single malt,barley,,15.86269,45.80773,https://whiskey-map.com/distillery/zmajska-pivovara/2963
Uile-bheist,https://www.instagram.com/uilebheistdistillery,,"Highlands, United Kingdom",2023,-,startup,www.uilebheist.com,Yes,,single malt,barley,River Ness,-4.22651,57.47393,https://whiskey-map.com/distillery/uile-bheist/2964
Piccadily,,,"Haryana, India",2004,-,operational,piccadily.com,Yes,,blended,,,76.98374,29.91113,https://whiskey-map.com/distillery/piccadily/2965
The Chuan,,,"Sichuan, China",2021,Pernod,operational,www.pernod-ricard-china.com/en/media-content.html?id=1641972668269,Yes,,single malt,barley,,103.42682,29.5013,https://whiskey-map.com/distillery/the-chuan/2967
Achards,https://www.instagram.com/distilleriedesachards,,"Pays de la Loire, France",-,-,operational,distilleriedesachards.fr,No,,blended,barley,,-1.6486,46.6034,https://whiskey-map.com/distillery/achards/2969
Sauerländer Edelbrand,https://www.instagram.com/sauerlaender_edelbrennerei,,"North Rhine-Westphalia, Germany",2007,-,operational,www.sauerlaender-edelbrennerei.de,Yes,,single malt,barley,,8.42183,51.44974,https://whiskey-map.com/distillery/sauerlander-edelbrand/2970
Lüthy,,,"Aargau, Switzerland",2005,-,operational,www.brennerei-luethy.ch,Yes,,"single malt, bourbon, rye","barley, rye",,8.05579,47.3443,https://whiskey-map.com/distillery/luthy/2972
Störtebeker,https://www.instagram.com/stoertebekerwhisky,,"Mecklenburg-Vorpommern, Germany",2009,-,operational,www.stoertebeker-whisky.com,Yes,,single malt,barley,,13.6615,54.33109,https://whiskey-map.com/distillery/stortebeker/2973
